ID,Result,Score,Moves,Completed
1161,Won,823,485,8
1162,Won,685,623,8
1163,Won,95,1213,8
1164,Won,-129,1437,8
1165,Lost,395,105,0
1166,Lost,520,81,1
1167,Lost,535,167,2
1168,Lost,645,259,4
1169,Won,-417,1725,8
1170,Lost,486,115,1
1171,Won,837,471,8
1172,Lost,670,133,3
1173,Lost,565,137,2
1174,Lost,395,105,0
1175,Lost,725,179,4
1176,Lost,498,103,1
1177,Won,791,517,8
1178,Lost,551,151,2
1179,Lost,495,207,2
1180,Lost,547,155,2
1181,Lost,543,159,2
1182,Won,1073,235,8
1183,Won,999,309,8
1184,Won,805,503,8
1185,Lost,561,141,2
1186,Won,1033,275,8
1187,Lost,-204,1411,7
1188,Lost,581,121,2
1189,Lost,464,137,1
1190,Lost,484,117,1
1191,Won,807,501,8
1192,Won,961,347,8
1193,Won,281,1027,8
1194,Lost,472,129,1
1195,Lost,502,99,1
1196,Lost,652,151,3
1197,Won,877,431,8
1198,Lost,476,125,1
1199,Won,-147,1455,8
1200,Lost,504,97,1
1201,Won,1051,257,8
1202,Lost,575,127,2
1203,Lost,559,143,2
1204,Lost,583,119,2
1205,Won,467,841,8
1206,Won,1051,257,8
1207,Won,337,971,8
1208,Won,-131,1439,8
1209,Won,1091,217,8
1210,Won,1019,289,8
1211,Won,1083,225,8
1212,Won,1029,279,8
1213,Won,855,453,8
1214,Won,1065,243,8
1215,Lost,464,137,1
1216,Won,1085,223,8
1217,Lost,662,141,3
1218,Lost,478,123,1
1219,Lost,575,127,2
1220,Won,495,813,8
1221,Won,1057,251,8
1222,Won,1083,225,8
1223,Won,591,717,8
1224,Won,1079,229,8
1225,Won,159,1149,8
1226,Lost,721,183,4
1227,Won,63,1245,8
1228,Won,771,537,8
1229,Won,1053,255,8
1230,Lost,395,105,0
1231,Lost,592,211,3
1232,Lost,411,89,0
1233,Won,1067,241,8
1234,Won,1073,235,8
1235,Won,1077,231,8
1236,Won,785,523,8
1237,Lost,575,127,2
1238,Won,911,397,8
1239,Lost,579,123,2
1240,Lost,419,81,0
1241,Lost,621,283,4
1242,Won,-543,1851,8
1243,Won,-817,2125,8
1244,Won,1081,227,8
1245,Lost,996,211,7
1246,Won,1083,225,8
1247,Lost,642,161,3
1248,Won,1055,253,8
1249,Lost,677,227,4
1250,Won,1069,239,8
1251,Won,333,975,8
1252,Won,233,1075,8
1253,Won,467,841,8
1254,Lost,369,131,0
1255,Won,531,777,8
1256,Lost,466,135,1
1257,Won,371,937,8
1258,Lost,389,111,0
1259,Won,329,979,8
1260,Won,699,609,8
1261,Won,931,377,8
1262,Won,597,711,8
1263,Lost,391,109,0
1264,Lost,634,169,3
1265,Won,-223,1531,8
1266,Lost,492,109,1
1267,Won,1061,247,8
1268,Lost,389,111,0
1269,Lost,472,129,1
1270,Won,629,679,8
1271,Lost,393,107,0
1272,Won,635,673,8
1273,Won,633,675,8
1274,Lost,640,163,3
1275,Lost,660,143,3
1276,Lost,739,165,4
1277,Lost,488,113,1
1278,Won,863,445,8
1279,Lost,539,163,2
1280,Lost,490,111,1
1281,Won,425,883,8
1282,Won,977,331,8
1283,Lost,529,173,2
1284,Lost,834,171,5
1285,Lost,486,115,1
1286,Won,1035,273,8
1287,Lost,391,109,0
1288,Won,175,1133,8
1289,Lost,492,109,1
1290,Lost,452,149,1
1291,Lost,397,103,0
1292,Won,999,309,8
1293,Won,1085,223,8
1294,Lost,672,131,3
1295,Won,-21,1329,8
1296,Lost,458,143,1
1297,Won,1039,269,8
1298,Won,717,591,8
1299,Won,797,511,8
1300,Won,767,541,8
1301,Won,1079,229,8
1302,Won,439,869,8
1303,Lost,405,95,0
1304,Lost,680,123,3
1305,Lost,421,79,0
1306,Lost,654,149,3
1307,Won,1073,235,8
1308,Won,1091,217,8
1309,Won,1045,263,8
1310,Won,983,325,8
1311,Lost,401,99,0
1312,Won,1095,213,8
1313,Won,1069,239,8
1314,Lost,516,85,1
1315,Lost,563,139,2
1316,Won,859,449,8
1317,Won,1075,233,8
1318,Lost,486,115,1
1319,Lost,547,155,2
1320,Won,1073,235,8
1321,Won,581,727,8
1322,Won,685,623,8
1323,Lost,886,321,7
1324,Won,987,321,8
1325,Lost,508,93,1
1326,Won,421,887,8
1327,Lost,397,103,0
1328,Won,377,931,8
1329,Lost,498,103,1
1330,Won,1059,249,8
1331,Lost,409,91,0
1332,Won,-9,1317,8
1333,Won,259,1049,8
1334,Lost,545,157,2
1335,Won,45,1263,8
1336,Won,645,663,8
1337,Lost,508,93,1
1338,Won,563,745,8
1339,Lost,496,105,1
1340,Won,225,1083,8
1341,Won,871,437,8
1342,Won,765,543,8
1343,Won,1073,235,8
1344,Won,973,335,8
1345,Won,1069,239,8
1346,Won,949,359,8
1347,Lost,773,131,4
1348,Won,335,973,8
1349,Won,-981,2289,8
1350,Lost,484,117,1
1351,Won,925,383,8
1352,Won,867,441,8
1353,Won,1067,241,8
1354,Lost,431,69,0
1355,Lost,393,107,0
1356,Won,-823,2131,8
1357,Lost,577,125,2
1358,Lost,654,149,3
1359,Lost,-971,2077,6
1360,Lost,527,175,2
1361,Lost,557,145,2
1362,Lost,563,139,2
1363,Lost,415,85,0
1364,Lost,648,155,3
1365,Won,1087,221,8
1366,Won,815,493,8
1367,Lost,484,117,1
1368,Won,1023,285,8
1369,Won,899,409,8
1370,Lost,472,129,1
1371,Won,879,429,8
1372,Lost,641,263,4
1373,Lost,759,145,4
1374,Won,1089,219,8
1375,Won,1061,247,8
1376,Lost,511,191,2
1377,Lost,638,165,3
1378,Lost,662,141,3
1379,Won,515,793,8
1380,Won,967,341,8
1381,Won,571,737,8
1382,Lost,446,155,1
1383,Won,979,329,8
1384,Lost,510,91,1
1385,Lost,715,189,4
1386,Won,381,927,8
1387,Lost,486,115,1
1388,Lost,537,165,2
1389,Won,511,797,8
1390,Lost,573,129,2
1391,Lost,439,61,0
1392,Lost,427,73,0
1393,Lost,520,81,1
1394,Lost,826,179,5
1395,Won,-1335,2643,8
1396,Won,1075,233,8
1397,Won,1081,227,8
1398,Lost,504,97,1
1399,Won,-37,1345,8
1400,Lost,508,93,1
1401,Lost,419,81,0
1402,Lost,656,147,3
1403,Won,1045,263,8
1404,Lost,503,199,2
1405,Won,1081,227,8
1406,Won,19,1289,8
1407,Lost,401,99,0
1408,Lost,565,137,2
1409,Lost,674,129,3
1410,Lost,407,93,0
1411,Won,1091,217,8
1412,Lost,456,145,1
1413,Won,1077,231,8
1414,Lost,427,73,0
1415,Lost,581,121,2
1416,Lost,421,79,0
1417,Won,1065,243,8
1418,Won,959,349,8
1419,Won,959,349,8
1420,Lost,442,159,1
1421,Won,519,789,8
1422,Won,1083,225,8
1423,Lost,496,105,1
1424,Won,1015,293,8
1425,Won,953,355,8
1426,Won,1039,269,8
1427,Lost,416,185,1
1428,Won,271,1037,8
1429,Won,1061,247,8
1430,Lost,640,163,3
1431,Lost,-250,1457,7
1432,Won,-517,1825,8
1433,Won,181,1127,8
1434,Won,1047,261,8
1435,Won,801,507,8
1436,Lost,604,199,3
1437,Won,467,841,8
1438,Won,-769,2077,8
1439,Lost,140,663,3
1440,Won,1093,215,8
1441,Lost,636,167,3
1442,Won,-201,1509,8
1443,Lost,478,123,1
1444,Lost,448,153,1
1445,Lost,737,167,4
1446,Won,419,889,8
1447,Lost,595,107,2
1448,Lost,393,107,0
1449,Won,523,785,8
1450,Lost,502,99,1
1451,Lost,500,101,1
1452,Lost,569,133,2
1453,Won,263,1045,8
1454,Lost,401,99,0
1455,Lost,397,103,0
1456,Lost,506,95,1
1457,Lost,504,97,1
1458,Won,1083,225,8
1459,Won,555,753,8
1460,Lost,709,195,4
1461,Won,661,647,8
1462,Won,1071,237,8
1463,Lost,555,147,2
1464,Lost,551,151,2
1465,Won,941,367,8
1466,Lost,484,117,1
1467,Lost,421,79,0
1468,Lost,480,121,1
1469,Lost,391,109,0
1470,Won,545,763,8
1471,Lost,760,447,7
1472,Won,1037,271,8
1473,Lost,616,187,3
1474,Lost,498,103,1
1475,Won,-373,1681,8
1476,Lost,417,83,0
1477,Won,1071,237,8
1478,Lost,842,163,5
1479,Lost,589,113,2
1480,Lost,486,115,1
1481,Won,1081,227,8
1482,Won,797,511,8
1483,Lost,391,109,0
1484,Lost,411,89,0
1485,Lost,731,173,4
1486,Won,69,1239,8
1487,Lost,435,65,0
1488,Won,661,647,8
1489,Won,1057,251,8
1490,Lost,497,205,2
1491,Won,983,325,8
1492,Lost,-425,1531,6
1493,Won,833,475,8
1494,Won,1049,259,8
1495,Won,381,927,8
1496,Lost,597,105,2
1497,Lost,678,125,3
1498,Lost,488,113,1
1499,Lost,607,95,2
1500,Lost,649,457,6
1501,Lost,120,1087,7
1502,Won,687,621,8
1503,Won,939,369,8
1504,Lost,613,89,2
1505,Lost,636,167,3
1506,Won,317,991,8
1507,Won,309,999,8
1508,Won,1083,225,8
1509,Won,1059,249,8
1510,Won,1083,225,8
1511,Lost,-88,1295,7
1512,Lost,680,123,3
1513,Lost,589,113,2
1514,Won,-325,1633,8
1515,Lost,496,105,1
1516,Won,905,403,8
1517,Lost,549,153,2
1518,Lost,486,115,1
1519,Won,635,673,8
1520,Lost,403,97,0
1521,Won,199,1109,8
1522,Lost,678,125,3
1523,Won,1073,235,8
1524,Won,1067,241,8
1525,Won,1033,275,8
1526,Lost,501,201,2
1527,Lost,575,127,2
1528,Won,1029,279,8
1529,Won,1049,259,8
1530,Won,1019,289,8
1531,Won,253,1055,8
1532,Won,1067,241,8
1533,Won,1065,243,8
1534,Lost,698,105,3
1535,Lost,741,163,4
1536,Won,-101,1409,8
1537,Won,745,563,8
1538,Won,57,1251,8
1539,Won,159,1149,8
1540,Lost,417,83,0
1541,Won,1059,249,8
1542,Won,1093,215,8
1543,Lost,620,183,3
1544,Won,1101,207,8
1545,Won,965,343,8
1546,Won,915,393,8
1547,Won,1031,277,8
1548,Lost,407,93,0
1549,Lost,680,123,3
1550,Won,1083,225,8
1551,Lost,557,145,2
1552,Won,667,641,8
1553,Won,1059,249,8
1554,Lost,543,159,2
1555,Won,633,675,8
1556,Won,543,765,8
1557,Won,393,915,8
1558,Lost,395,105,0
1559,Won,1025,283,8
1560,Lost,587,115,2
1561,Won,-675,1983,8
1562,Won,555,753,8
1563,Won,569,739,8
1564,Won,293,1015,8
1565,Lost,821,285,6
1566,Lost,399,101,0
1567,Lost,670,133,3
1568,Lost,571,131,2
1569,Won,-367,1675,8
1570,Won,1007,301,8
1571,Lost,569,133,2
1572,Lost,492,109,1
1573,Lost,601,101,2
1574,Lost,443,57,0
1575,Won,1033,275,8
1576,Lost,553,149,2
1577,Won,731,577,8
1578,Won,1053,255,8
1579,Lost,631,273,4
1580,Lost,472,129,1
1581,Lost,425,75,0
1582,Lost,454,147,1
1583,Won,1083,225,8
1584,Won,1081,227,8
1585,Lost,395,105,0
1586,Lost,474,127,1
1587,Won,1085,223,8
1588,Won,1065,243,8
1589,Won,235,1073,8
1590,Lost,518,83,1
1591,Won,639,669,8
1592,Won,1039,269,8
1593,Lost,549,153,2
1594,Lost,539,163,2
1595,Won,1061,247,8
1596,Won,1075,233,8
1597,Lost,597,105,2
1598,Won,1077,231,8
1599,Won,377,931,8
1600,Lost,654,149,3
1601,Lost,474,127,1
1602,Won,399,909,8
1603,Lost,478,123,1
1604,Lost,727,177,4
1605,Won,835,473,8
1606,Lost,-534,1741,7
1607,Won,813,495,8
1608,Won,523,785,8
1609,Won,1059,249,8
1610,Lost,640,163,3
1611,Lost,510,91,1
1612,Won,1059,249,8
1613,Lost,480,121,1
1614,Lost,668,135,3
1615,Won,1065,243,8
1616,Won,611,697,8
1617,Lost,646,157,3
1618,Won,711,597,8
1619,Won,507,801,8
1620,Lost,476,125,1
1621,Lost,581,121,2
1622,Lost,757,147,4
1623,Won,-121,1429,8
1624,Lost,668,135,3
1625,Lost,478,123,1
1626,Won,681,627,8
1627,Lost,678,125,3
1628,Won,1047,261,8
1629,Lost,419,81,0
1630,Lost,966,241,7
1631,Lost,397,103,0
1632,Won,1075,233,8
1633,Won,1071,237,8
1634,Won,685,623,8
1635,Lost,-70,1277,7
1636,Lost,601,303,4
1637,Lost,500,101,1
1638,Lost,-463,1569,6
1639,Won,1057,251,8
1640,Won,547,761,8
1641,Won,1085,223,8
1642,Lost,557,347,4
1643,Won,781,527,8
1644,Won,-503,1811,8
1645,Lost,579,123,2
1646,Lost,454,147,1
1647,Won,1069,239,8
1648,Won,967,341,8
1649,Won,1079,229,8
1650,Lost,403,97,0
1651,Lost,391,109,0
1652,Won,987,321,8
1653,Won,107,1201,8
1654,Won,1049,259,8
1655,Lost,462,139,1
1656,Won,519,789,8
1657,Lost,278,929,7
1658,Lost,539,163,2
1659,Lost,397,103,0
1660,Won,499,809,8
1661,Lost,409,91,0
1662,Lost,500,101,1
1663,Lost,567,135,2
1664,Won,699,609,8
1665,Lost,399,101,0
1666,Won,245,1063,8
1667,Won,1057,251,8
1668,Lost,389,111,0
1669,Won,-407,1715,8
1670,Won,621,687,8
1671,Lost,500,101,1
1672,Won,131,1177,8
1673,Lost,620,183,3
1674,Lost,419,81,0
1675,Won,503,805,8
1676,Lost,476,125,1
1677,Won,463,845,8
1678,Lost,656,147,3
1679,Lost,680,123,3
1680,Lost,745,159,4
1681,Lost,678,125,3
1682,Lost,589,113,2
1683,Won,115,1193,8
1684,Lost,435,65,0
1685,Won,933,375,8
1686,Won,775,533,8
1687,Lost,496,105,1
1688,Won,835,473,8
1689,Lost,551,151,2
1690,Lost,484,117,1
1691,Won,957,351,8
1692,Lost,462,139,1
1693,Lost,391,109,0
1694,Won,781,527,8
1695,Lost,482,119,1
1696,Won,1081,227,8
1697,Lost,494,107,1
1698,Won,-503,1811,8
1699,Won,755,553,8
1700,Won,1041,267,8
1701,Lost,506,95,1
1702,Lost,539,163,2
1703,Won,1079,229,8
1704,Lost,630,173,3
1705,Lost,579,123,2
1706,Lost,484,117,1
1707,Lost,462,139,1
1708,Won,1043,265,8
1709,Won,1009,299,8
1710,Lost,581,121,2
1711,Lost,387,113,0
1712,Lost,654,149,3
1713,Won,41,1267,8
1714,Lost,458,143,1
1715,Won,-75,1383,8
1716,Won,-719,2027,8
1717,Won,367,941,8
1718,Lost,570,233,3
1719,Won,233,1075,8
1720,Lost,946,261,7
1721,Lost,486,115,1
1722,Won,825,483,8
1723,Won,-777,2085,8
1724,Won,683,625,8
1725,Won,991,317,8
1726,Lost,413,87,0
1727,Won,41,1267,8
1728,Lost,646,157,3
1729,Lost,713,191,4
1730,Lost,571,131,2
1731,Won,1073,235,8
1732,Lost,567,135,2
1733,Lost,426,175,1
1734,Won,1037,271,8
1735,Won,-23,1331,8
1736,Won,-647,1955,8
1737,Won,705,603,8
1738,Lost,563,139,2
1739,Lost,658,145,3
1740,Won,-277,1585,8
1741,Lost,539,163,2
1742,Lost,486,115,1
1743,Won,-477,1785,8
1744,Won,959,349,8
1745,Won,1031,277,8
1746,Lost,474,127,1
1747,Lost,395,105,0
1748,Lost,387,113,0
1749,Won,1037,271,8
1750,Won,655,653,8
1751,Lost,415,85,0
1752,Lost,630,173,3
1753,Won,611,697,8
1754,Won,1055,253,8
1755,Lost,654,149,3
1756,Lost,585,117,2
1757,Won,1017,291,8
1758,Lost,575,127,2
1759,Won,-1871,3179,8
1760,Lost,482,119,1
1761,Lost,502,99,1
1762,Lost,403,97,0
1763,Lost,678,125,3
1764,Won,1039,269,8
1765,Won,-145,1453,8
1766,Won,-65,1373,8
1767,Won,957,351,8
1768,Lost,423,77,0
1769,Lost,607,95,2
1770,Lost,518,83,1
1771,Won,1055,253,8
1772,Lost,519,183,2
1773,Won,1073,235,8
1774,Won,473,835,8
1775,Won,373,935,8
1776,Lost,401,99,0
1777,Lost,496,105,1
1778,Won,1079,229,8
1779,Won,867,441,8
1780,Lost,500,101,1
1781,Won,55,1253,8
1782,Won,1085,223,8
1783,Won,797,511,8
1784,Won,369,939,8
1785,Won,483,825,8
1786,Lost,680,123,3
1787,Lost,547,155,2
1788,Lost,575,127,2
1789,Lost,664,139,3
1790,Won,549,759,8
1791,Lost,686,117,3
1792,Won,509,799,8
1793,Won,783,525,8
1794,Won,895,413,8
1795,Won,1041,267,8
1796,Won,485,823,8
1797,Won,391,917,8
1798,Lost,622,181,3
1799,Won,1091,217,8
1800,Won,-621,1929,8
1801,Lost,494,107,1
1802,Lost,531,171,2
1803,Won,1027,281,8
1804,Lost,735,169,4
1805,Lost,413,87,0
1806,Won,497,811,8
1807,Won,621,687,8
1808,Lost,439,61,0
1809,Lost,551,151,2
1810,Lost,593,109,2
1811,Won,1065,243,8
1812,Lost,492,109,1
1813,Won,783,525,8
1814,Won,1053,255,8
1815,Lost,500,101,1
1816,Won,607,701,8
1817,Lost,413,87,0
1818,Lost,599,103,2
1819,Lost,492,109,1
1820,Lost,445,257,2
1821,Won,557,751,8
1822,Lost,494,107,1
1823,Won,811,497,8
1824,Won,369,939,8
1825,Lost,585,117,2
1826,Lost,508,93,1
1827,Won,1063,245,8
1828,Won,909,399,8
1829,Lost,503,199,2
1830,Lost,575,127,2
1831,Lost,587,115,2
1832,Lost,577,125,2
1833,Won,-547,1855,8
1834,Won,783,525,8
1835,Lost,723,181,4
1836,Lost,395,105,0
1837,Lost,421,79,0
1838,Lost,446,357,3
1839,Won,1079,229,8
1840,Won,897,411,8
1841,Lost,527,175,2
1842,Won,1049,259,8
1843,Lost,759,145,4
1844,Won,-101,1409,8
1845,Won,-433,1741,8
1846,Lost,584,219,3
1847,Won,1027,281,8
1848,Won,357,951,8
1849,Won,551,757,8
1850,Won,1061,247,8
1851,Won,813,495,8
1852,Lost,589,113,2
1853,Lost,500,101,1
1854,Won,1057,251,8
1855,Lost,478,123,1
1856,Won,1075,233,8
1857,Lost,538,63,1
1858,Lost,465,237,2
1859,Lost,391,109,0
1860,Lost,516,85,1
1861,Won,713,595,8
1862,Lost,423,77,0
1863,Lost,729,175,4
1864,Won,977,331,8
1865,Won,309,999,8
1866,Won,471,837,8
1867,Lost,609,93,2
1868,Lost,419,81,0
1869,Won,995,313,8
1870,Won,1073,235,8
1871,Won,535,773,8
1872,Won,753,555,8
1873,Won,751,557,8
1874,Won,1033,275,8
1875,Lost,571,131,2
1876,Lost,407,93,0
1877,Lost,496,105,1
1878,Won,757,551,8
1879,Won,487,821,8
1880,Lost,597,105,2
1881,Won,741,567,8
1882,Lost,478,123,1
1883,Lost,581,121,2
1884,Lost,583,119,2
1885,Lost,533,169,2
1886,Won,819,489,8
1887,Lost,675,229,4
1888,Lost,468,133,1
1889,Won,-995,2303,8
1890,Won,1051,257,8
1891,Won,1073,235,8
1892,Won,-195,1503,8
1893,Won,639,669,8
1894,Won,665,643,8
1895,Won,405,903,8
1896,Lost,492,109,1
1897,Won,947,361,8
1898,Won,477,831,8
1899,Lost,474,127,1
1900,Lost,476,125,1
1901,Lost,638,165,3
1902,Lost,739,165,4
1903,Lost,674,129,3
1904,Won,-75,1383,8
1905,Lost,670,133,3
1906,Won,1051,257,8
1907,Won,425,883,8
1908,Lost,389,111,0
1909,Lost,387,113,0
1910,Won,673,635,8
1911,Lost,675,229,4
1912,Lost,479,223,2
1913,Lost,573,129,2
1914,Lost,640,567,7
1915,Won,1039,269,8
1916,Won,1049,259,8
1917,Won,1039,269,8
1918,Won,1061,247,8
1919,Won,1061,247,8
1920,Won,37,1271,8
1921,Won,1083,225,8
1922,Lost,555,147,2
1923,Won,631,677,8
1924,Lost,320,887,7
1925,Won,-341,1649,8
1926,Won,1043,265,8
1927,Won,1071,237,8
1928,Won,589,719,8
1929,Won,639,669,8
1930,Won,1019,289,8
1931,Lost,496,105,1
1932,Won,375,933,8
1933,Won,567,741,8
1934,Lost,549,153,2
1935,Won,15,1293,8
1936,Lost,537,165,2
1937,Lost,604,199,3
1938,Won,1007,301,8
1939,Lost,486,115,1
1940,Lost,646,157,3
1941,Lost,397,103,0
1942,Lost,553,149,2
1943,Won,471,837,8
1944,Won,1071,237,8
1945,Won,485,823,8
1946,Lost,658,145,3
1947,Won,1079,229,8
1948,Lost,672,131,3
1949,Lost,488,113,1
1950,Lost,709,195,4
1951,Lost,715,189,4
1952,Won,1041,267,8
1953,Lost,419,81,0
1954,Lost,575,127,2
1955,Lost,425,75,0
1956,Won,1017,291,8
1957,Lost,632,171,3
1958,Lost,498,103,1
1959,Won,1055,253,8
1960,Won,1107,201,8
1961,Lost,658,145,3
1962,Won,801,507,8
1963,Lost,391,109,0
1964,Won,1039,269,8
1965,Won,1091,217,8
1966,Won,1053,255,8
1967,Lost,537,165,2
1968,Lost,727,177,4
1969,Won,1083,225,8
1970,Won,221,1087,8
1971,Lost,585,117,2
1972,Lost,504,97,1
1973,Lost,565,137,2
1974,Lost,419,81,0
1975,Won,115,1193,8
1976,Lost,541,161,2
1977,Won,1041,267,8
1978,Won,575,733,8
1979,Lost,575,127,2
1980,Won,647,661,8
1981,Lost,488,113,1
1982,Lost,486,115,1
1983,Lost,415,85,0
1984,Lost,385,115,0
1985,Won,593,715,8
1986,Lost,502,99,1
1987,Lost,509,193,2
1988,Lost,391,109,0
1989,Lost,488,113,1
1990,Won,943,365,8
1991,Lost,657,247,4
1992,Lost,393,107,0
1993,Lost,593,109,2
1994,Lost,970,237,7
1995,Won,593,715,8
1996,Won,1065,243,8
1997,Lost,694,109,3
1998,Lost,423,77,0
1999,Lost,551,151,2
2000,Won,919,389,8
2001,Won,271,1037,8
2002,Won,1045,263,8
2003,Lost,522,79,1
2004,Lost,478,123,1
2005,Lost,413,87,0
2006,Won,207,1101,8
2007,Lost,482,119,1
2008,Won,623,685,8
2009,Lost,411,89,0
2010,Won,1031,277,8
2011,Lost,763,141,4
2012,Won,57,1251,8
2013,Won,1093,215,8
2014,Lost,-625,1731,6
2015,Won,1095,213,8
2016,Lost,585,117,2
2017,Won,1037,271,8
2018,Won,1067,241,8
2019,Won,1049,259,8
2020,Won,1087,221,8
2021,Won,1053,255,8
2022,Won,1003,305,8
2023,Won,1021,287,8
2024,Lost,640,163,3
2025,Lost,502,99,1
2026,Won,219,1089,8
2027,Lost,644,159,3
2028,Lost,771,133,4
2029,Lost,618,185,3
2030,Won,-497,1805,8
2031,Lost,482,119,1
2032,Won,155,1153,8
2033,Lost,494,107,1
2034,Won,1045,263,8
2035,Won,209,1099,8
2036,Lost,577,125,2
2037,Lost,743,161,4
2038,Lost,413,87,0
2039,Lost,840,367,7
2040,Lost,587,115,2
2041,Lost,468,133,1
2042,Lost,506,95,1
2043,Won,1069,239,8
2044,Lost,660,143,3
2045,Lost,545,157,2
2046,Won,285,1023,8
2047,Lost,587,115,2
2048,Won,707,601,8
2049,Lost,401,99,0
2050,Lost,563,139,2
2051,Won,283,1025,8
2052,Lost,492,109,1
2053,Won,1019,289,8
2054,Won,917,391,8
2055,Lost,634,169,3
2056,Lost,480,121,1
2057,Lost,468,133,1
2058,Won,-567,1875,8
2059,Won,363,945,8
2060,Lost,742,263,5
2061,Lost,608,195,3
2062,Won,763,545,8
2063,Won,1039,269,8
2064,Won,385,923,8
2065,Lost,399,101,0
2066,Won,-2203,3511,8
2067,Lost,638,165,3
2068,Lost,442,159,1
2069,Lost,577,125,2
2070,Won,1071,237,8
2071,Won,1065,243,8
2072,Won,915,393,8
2073,Won,1095,213,8
2074,Lost,405,95,0
2075,Won,359,949,8
2076,Won,-445,1753,8
2077,Lost,608,195,3
2078,Lost,462,139,1
2079,Lost,549,153,2
2080,Won,-267,1575,8
2081,Lost,494,107,1
2082,Lost,583,119,2
2083,Won,-635,1943,8
2084,Lost,468,133,1
2085,Lost,555,147,2
2086,Lost,478,123,1
2087,Won,1019,289,8
2088,Won,215,1093,8
2089,Lost,472,129,1
2090,Lost,407,93,0
2091,Won,1085,223,8
2092,Won,-473,1781,8
2093,Lost,421,79,0
2094,Won,1095,213,8
2095,Won,1037,271,8
2096,Won,1067,241,8
2097,Lost,569,133,2
2098,Won,299,1009,8
2099,Won,1019,289,8
2100,Lost,609,93,2
2101,Lost,525,177,2
2102,Lost,581,121,2
2103,Won,-35,1343,8
2104,Lost,476,125,1
2105,Lost,136,1071,7
2106,Lost,747,157,4
2107,Lost,384,217,1
2108,Won,627,681,8
2109,Lost,577,125,2
2110,Lost,397,103,0
2111,Won,1063,245,8
2112,Won,663,645,8
2113,Lost,484,117,1
2114,Won,1055,253,8
2115,Won,909,399,8
2116,Won,375,933,8
2117,Won,1051,257,8
2118,Won,-493,1801,8
2119,Won,1037,271,8
2120,Lost,385,115,0
2121,Won,1065,243,8
2122,Lost,662,141,3
2123,Won,1051,257,8
2124,Lost,452,149,1
2125,Lost,472,129,1
2126,Lost,706,299,5
2127,Won,751,557,8
2128,Lost,769,135,4
2129,Lost,579,123,2
2130,Won,1079,229,8
2131,Lost,593,109,2
2132,Won,1037,271,8
2133,Lost,387,113,0
2134,Lost,577,125,2
2135,Won,-73,1381,8
2136,Won,-529,1837,8
2137,Won,381,927,8
2138,Won,419,889,8
2139,Lost,573,129,2
2140,Lost,466,135,1
2141,Lost,492,109,1
2142,Won,1045,263,8
2143,Lost,496,105,1
2144,Lost,561,141,2
2145,Lost,503,199,2
2146,Lost,486,115,1
2147,Lost,498,103,1
2148,Lost,604,199,3
2149,Lost,573,129,2
2150,Won,973,335,8
2151,Won,799,509,8
2152,Won,967,341,8
2153,Lost,960,247,7
2154,Won,1003,305,8
2155,Won,-1639,2947,8
2156,Won,457,851,8
2157,Won,477,831,8
2158,Won,727,581,8
2159,Won,841,467,8
2160,Won,775,533,8
2161,Won,849,459,8
2162,Won,-9,1317,8
2163,Won,997,311,8
2164,Lost,717,187,4
2165,Lost,346,861,7
2166,Won,1083,225,8
2167,Lost,616,187,3
2168,Lost,605,97,2
2169,Won,995,313,8
2170,Won,637,671,8
2171,Lost,723,181,4
2172,Won,659,649,8
2173,Won,755,553,8
2174,Lost,478,123,1
2175,Won,697,611,8
2176,Lost,685,219,4
2177,Won,-389,1697,8
2178,Lost,575,127,2
2179,Won,1067,241,8
2180,Won,493,815,8
2181,Lost,476,125,1
2182,Won,1069,239,8
2183,Lost,567,135,2
2184,Lost,672,131,3
2185,Lost,514,87,1
2186,Lost,-226,1433,7
2187,Lost,581,121,2
2188,Won,733,575,8
2189,Lost,585,117,2
2190,Lost,476,125,1
2191,Lost,585,117,2
2192,Won,471,837,8
2193,Lost,545,157,2
2194,Lost,565,137,2
2195,Won,941,367,8
2196,Lost,452,149,1
2197,Won,949,359,8
2198,Won,-221,1529,8
2199,Lost,581,121,2
2200,Lost,397,103,0
2201,Lost,407,93,0
2202,Won,1047,261,8
2203,Won,1055,253,8
2204,Lost,499,203,2
2205,Lost,399,101,0
2206,Lost,616,187,3
2207,Lost,642,161,3
2208,Won,1043,265,8
2209,Won,329,979,8
2210,Lost,494,107,1
2211,Won,417,891,8
2212,Lost,634,169,3
2213,Won,1061,247,8
2214,Won,1021,287,8
2215,Lost,494,107,1
2216,Lost,666,137,3
2217,Lost,408,193,1
2218,Lost,492,109,1
2219,Won,1023,285,8
2220,Won,1053,255,8
2221,Lost,488,113,1
2222,Won,-399,1707,8
2223,Lost,496,105,1
2224,Won,573,735,8
2225,Lost,480,121,1
2226,Lost,543,159,2
2227,Won,1037,271,8
2228,Lost,565,137,2
2229,Won,1083,225,8
2230,Lost,480,121,1
2231,Lost,753,151,4
2232,Won,641,667,8
2233,Lost,433,67,0
2234,Won,229,1079,8
2235,Won,493,815,8
2236,Lost,582,221,3
2237,Won,145,1163,8
2238,Lost,672,131,3
2239,Won,621,687,8
2240,Lost,490,111,1
2241,Lost,610,193,3
2242,Won,167,1141,8
2243,Lost,638,165,3
2244,Won,747,561,8
2245,Won,53,1255,8
2246,Won,979,329,8
